sentence	label
allows the mind to enter and accept another world 	1
has only a fleeting grasp of how to develop them 	0
about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us 	1
the wild thornberrys movie does n't offer much more than the series 	0
the world 's best actors , daniel auteuil 	1
it 's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? '' 	0
true cinematic knack 	1
that carries a charge of genuine excitement 	1
to be affected and boring 	0
a bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing . 	1
playing characters who sometimes feel more like literary conceits than flesh-and-blood humans 	0
precious than perspicacious 	1
at times it 's simply baffling 	0
prescribed 	1
as improbable as this premise may seem , abbass 's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life . 	1
dynamic first act 	1
draws on an elegant visual sense and a talent for easy , seductive pacing 	1
yet another sexual taboo into a really funny movie 	1
an entertaining british hybrid of comedy , caper thrills and quirky romance 	1
a dreary tract of virtually plotless meanderings 	0
, the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . ' 	0
lets her complicated characters be unruly , confusing and , through it all , human 	1
, the satire is weak . 	0
the same old story 	0
seem like a recycling of clichés , an assassin 's greatest hits 	0
engaging 	1
peter o'fallon did n't have an original bone in his body 	0
a remarkably insightful 	1
cherished 	1
this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel . 	1
'' reach the emotion or timelessness of disney 's great past , or even that of more recent successes such as `` mulan '' or `` tarzan 	1
with a company of strictly a-list players 	1
ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear 	1
'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time . 	1
brushes 	1
it 's an ambitious film 	1
a depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women . 	0
of emotionally and narratively complex filmmaking 	1
though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves . 	0
4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . 	1
's a bad sign when they 're supposed to be having a collective heart attack 	0
a hole in the head 	0
color and depth , and rather a good time 	1
a little melodramatic , but with enough hope to keep you engaged . 	1
some genuine spontaneity 	1
is able to overcome the triviality of the story 	1
several cliched movie structures : the road movie , the coming-of-age movie 	0
the best of them 	1
strange and compelling 	1
none of the plot ` surprises ' are really surprising 	0
see what he could make with a decent budget 	1
to the failure of the third revenge of the nerds sequel 	0
divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure 	0
a well-intentioned effort that 's still too burdened by the actor 	1
merely indulges in the worst elements of all of them . 	0
we want the funk - and this movie 's got it . 	1
while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion 	1
in the sun 	1
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it 	1
's unlikely to become a household name on the basis of his first starring vehicle . 	0
uh , shred , 	0
a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter . 	1
is still quite good-natured and not a bad way to spend an hour or two 	1
capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy 	1
that hollywood no longer has a monopoly on mindless action 	0
the only problem is that , by the end , no one in the audience or the film seems to really care . 	0
of a valentine sealed with a kiss 	1
been edited at all 	0
` what 's the russian word for wow !? ' 	1
no excuse 	0
got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2 - hour , dissipated length . 	1
of the same old garbage 	0
well-developed 	1
a little less charm 	0
seems to want both , but succeeds in making neither . 	0
settles on a consistent tone . 	1
because it 's so bad 	0
a bloated plot that stretches the running time about 10 minutes 	0
straightforward and old-fashioned in the best possible senses of both those words 	1
in this pretentious mess 	0
one splendidly cast pair 	1
of theater history 	1
comes up shorter than britney 's cutoffs 	0
... while the humor aspects of ` jason x ' were far more entertaining than i had expected , everything else about the film tanks . 	0
, i do n't see the point 	0
long before it 's over , you 'll be thinking of 51 ways to leave this loser . 	0
spiffy 	1
the worst possibilities 	0
critiquing itself at every faltering half-step of its development 	0
the central flaw 	0
of social texture and realism 	1
impossibly long limbs 	1
needs to stay afloat in hollywood 	0
some cute moments , 	1
eventually gets around to its real emotional business , striking deep chords of sadness . 	1
has been gathering dust on mgm 's shelf 	0
petter næss ' delicate , clever direction ... 	1
beguiling freshness 	1
a noble end 	1
found this a remarkable and novel concept 	1
gives none to the audience 	0
is deliberately unsettling 	0
to find a movie character more unattractive or odorous ( than leon ) 	0
if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination 	0
as blasphemous and nonsensical 	0
more sophisticated and literate than such pictures usually are ... an amusing little catch 	1
non-firsthand experience 	0
is that secret ballot is a comedy , both gentle and biting 	1
funny , touching , smart and complicated 	1
walled-off 	0
the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world . 	1
women torn apart by a legacy of abuse 	0
a movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end . 	0
showcases tom hanks as a depression era hit-man in this dark tale of revenge . 	1
is still fun and enjoyable and so aggressively silly 	1
the hell cares 	0
is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career . 	0
gorgeous visuals 	1
such high-wattage brainpower 	1
a properly spooky film 	1
after the first 10 minutes , which is worth seeing 	1
well-structured 	1
wonderfully loopy tale 	1
it takes an abrupt turn into glucose sentimentality and laughable contrivance 	0
marvelously entertaining and 	1
this exciting new filmmaker 	1
rewarding 	1
another key contribution 	1
babies are the kiss of death in this bitter italian comedy 	0
been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement 	0
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy 	1
( a ) soulless , stupid sequel ... 	0
bad enough to repulse any generation of its fans 	0
manages to squeeze by on angelina jolie 's surprising flair for self-deprecating comedy . 	1
, it delivers the same message as jiri menzel 's closely watched trains and danis tanovic 's no man 's land . 	1
tug at your heart in ways 	1
represent totally exemplify middle-of-the-road mainstream 	1
`` new best friend '' 	1
a huge sacrifice of character and mood 	0
so downbeat and nearly humorless 	0
that delicate canon 	1
thanks to great performances 	1
-- and deeply appealing -- 	1
general audiences might not come away with a greater knowledge of the facts of cuban music 	0
crude film 	0
really adorable italian guys . 	1
like most movies about the pitfalls of bad behavior 	0
loud and boring 	0
everyone involved with moviemaking is a con artist and a liar 	0
if the film has a problem , its shortness disappoints : you want the story to go on and on 	1
the most offensive thing about the movie 	0
should n't have been made 	0
the waterlogged script 	0
an emotionally satisfying exploration 	1
as claustrophic , suffocating and chilly 	0
short of both adventure and song 	0
genuinely bone-chilling tale 	1
simply putters along looking for astute observations and coming up blank . 	0
practices 	1
make this worth a peek . 	1
being attempted here that stubbornly refused to gel 	0
an important , original talent in international cinema 	1
she 's cut open a vein 	0
charm , generosity and diplomacy 	1
is broken by frequent outbursts of violence and noise 	0
the ability to mesmerize , astonish and entertain 	1
may be another shameless attempt by disney to rake in dough from baby boomer families 	0
it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year 	1
not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches . 	0
unfunny and unentertaining 	0
a movie of technical skill and rare depth of intellect and feeling . 	1
fuzzy 	1
... is magnificent 	1
crime 	0
are dampened by a lackluster script and substandard performances 	0
so distasteful 	0
erotic or sensuous charge 	1
flickering out by its perfunctory conclusion 	0
keep the story subtle and us in suspense 	1
contains the humor , characterization , poignancy , and intelligence of a bad sitcom 	0
big-fisted 	1
sexy intrigue 	1
'm not exactly sure what this movie thinks it is about 	0
nary an original idea 	0
hate it 	0
what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand 	0
there is a real subject here , and it is handled with intelligence and care . 	1
it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film . 	1
to be because it plays everything too safe 	0
a revealing look at the collaborative process and 	1
a half-hearted fluke 	0
pulls off the feat with aplomb 	1
, kissing jessica steinis quirky , charming and often hilarious . 	1
crafted , and well executed 	1
decent kid-pleasing 	1
are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor 	1
more dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . 	0
with more holes than clyde barrow 's car 	0
o fantasma is boldly , confidently orchestrated , aesthetically and sexually , 	1
allen 's underestimated charm delivers more goodies than lumps of coal . 	1
are actually fascinating 	1
writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic . 	0
in asia , where ms. shu is an institution 	1
more a gunfest than a rock concert . 	0
otherwise appalling , and downright creepy 	0
noticeably derivative 	0
based on three short films and two features , here 's betting her third feature will be something to behold 	1
is polanski 's best film 	1
the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him ... there is never really a true `` us '' versus `` them '' . 	1
my wife is an actress has its moments in looking at the comic effects of jealousy . 	1
walk to remember '' 	1
crass and insulting homage 	0
makes shanghai ghetto move beyond a good , dry , reliable textbook 	1
complex and quirky , 	1
's also uninspired 	0
unwillingness to define his hero 's background or motivations 	0
an appealing veneer 	1
cause loads of irreparable damage 	0
has less spice than a rat burger 	0
the movie 's wildly careening tone 	0
comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting . 	1
uphill or something 	1
to courage and happiness 	1
sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . 	0
benefits from having a real writer plot out all of the characters ' moves and overlapping story . 	1
amusing , but ultimately so 	1
avary seems to care about 	1
were it not for the striking , quietly vulnerable personality of ms. ambrose 	1
a cut-and-paste 	0
enjoy for a lifetime 	1
works spectacularly well ... 	1
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences . 	0
outstanding thrillers 	1
idiotic 	0
the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine 	0
tacky and 	0
on top of a foundering performance , ( madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag . 	0
deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe 	0
weighs down the tale with bogus profundities . 	0
elevates the movie above the run-of-the-mill singles blender 	1
its dark , delicate treatment of these characters 	1
that breaks your heart 	0
sparkling with ideas 	1
lynne ramsay as an important , original talent in international cinema 	1
something provocative 	1
just a series of carefully choreographed atrocities , which become strangely impersonal and abstract 	0
lightweight but appealing 	1
assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low 	0
missing from this material 	0
are among the chief reasons brown sugar is such a sweet and sexy film . 	1
the plot is paper-thin and 	0
biologically 	1
's a liability 	0
spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 	1
amiable but unfocused 	0
a low-rent retread of the alien pictures . 	0
freedom to feel contradictory things 	1
maryam is more timely now than ever . 	1
proves tiresome 	0
so many people put so much time and energy into this turkey 	0
, sometimes creepy intimacy 	0
a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply . 	0
pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy ... 	1
more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . 	0
this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why . 	1
dahmer resorts to standard slasher flick 	0
the story suffers a severe case of oversimplification , superficiality and silliness . 	0
the chateau ... is less concerned with cultural and political issues than doting on its eccentric characters . 	0
a fudged opportunity of gigantic proportions -- 	0
oddly compelling 	1
the marvelous verdu , 	1
would be me : fighting off the urge to doze 	0
young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . 	1
a quiet family drama with a little bit of romance and a dose of darkness . 	1
is funny and pithy 	1
laughs 	1
chin 's film serves up with style and empathy 	1
is grossly contradictory in conveying its social message 	0
form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . 	1
for an intelligent movie in which you can release your pent up anger 	1
simple-minded 	0
an energy that puts the dutiful efforts of more disciplined grade-grubbers 	1
the boobs are fantasti 	1
one of these days hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations . 	0
rent those movies instead 	0
motivated by nothing short of dull , brain-deadening hangover 	0
more of the `` queen '' and less of the `` damned 	0
a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers 	0
recognized as the man who bilked unsuspecting moviegoers 	0
trying to decide what annoyed me most about god is great 	0
lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension 	0
a great saturday night live sketch 	1
a very well-meaning movie , and it 	1
make for a winning , heartwarming yarn . 	1
, overlong , and bombastic 	0
sending the audience straight to hell 	0
watch witherspoon 's talents 	1
summons more spirit and bite than your average formulaic romantic quadrangle 	1
prove to be ( tsai 's ) masterpiece 	1
if nothing else , `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j. 	0
keep people going in this crazy life 	1
swims in mediocrity , sticking its head up for a breath of fresh air now and then . 	0
relaxed in its perfect quiet pace and 	1
mopping up 	1
steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology 	0
often-funny drama 	1
farts , urine , feces , semen 	0
, the film becomes predictably conventional . 	0
reluctant 	0
it was just a matter of ` eh . ' 	0
plenty of baggage 	0
more grueling and time-consuming 	0
like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . 	0
keeps lifting the pedestal higher 	1
may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother . 	1
seemingly irreconcilable 	0
it 's fun , but it 's a real howler . 	1
animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame 	1
to laugh because he acts so goofy all the time 	1
definitely in the guilty pleasure b-movie category 	1
a refreshing change from the usual whoopee-cushion effort aimed at the youth market . 	1
does have its charms . 	1
, i ca n't compare friday after next to them 	0
opportunity to embrace small , sweet ` evelyn 	1
( washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene . 	1
some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options . 	1
the author 's devotees will probably find it fascinating ; others may find it baffling . 	0
are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . 	1
which somehow snagged an oscar nomination 	0
may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother 	1
the most savory and hilarious guilty pleasure of many a recent movie season 	1
will stand in future years as an eloquent memorial to the world trade center tragedy . 	1
implodes 	0
compelling motion 	1
one of the great films about movie love 	1
a low-key , organic way that encourages you to accept it as life and go with its flow 	1
suffering 	0
is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . 	1
a phenomenal band with such an engrossing story that will capture the minds and hearts of many 	1
is n't world championship material 	0
-- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- 	1
crude storyline 	0
be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) 	1
of impossible disappearing/reappearing acts 	0
infuriating film . 	0
tends to plod 	0
worth a summertime look-see 	1
the lively intelligence of the artists 	1
be an effectively chilling guilty pleasure 	1
maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' 	0
`` ambitious failure 	0
blank yearning 	0
in the face that 's simultaneously painful and refreshing 	1
with a solid pedigree both in front of and , more specifically , behind the camera 	1
but mr. polanski creates images even more haunting than those in mr. spielberg 's 1993 classic . 	1
creative composure 	1
an impeccable sense 	1
ferrara 's best film in years 	1
cherish ' 	1
a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns 	1
a sentimental but entirely irresistible portrait of three aging sisters . 	1
richly detailed , deftly executed 	1
, for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent 	1
in the process created a masterful work of art of their own 	1
in the title pokémon 4ever is terrifying 	0
as tiresome as 9 seconds 	0
understanding of the expressive power of the camera 	1
makes edward burns ' sidewalks of new york look like oscar wilde 	0
now we 've got something pretty damn close 	1
makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever . 	1
kouyate elicits strong performances from his cast , and 	1
is so busy making reference to other films and trying to be other films 	0
jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe 	0
an action/thriller 	1
meaningful historical context 	1
a worthwhile glimpse of independent-community guiding lights 	1
terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters 	0
, fierce grace reassures us that he will once again be an honest and loving one . 	1
most enjoyable 	1
are flat 	0
make paid in full worth seeing . 	1
make it as much fun as reading an oversized picture book before bedtime . 	1
what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music . 	1
well-written as sexy beast 	1
that even tunney ca n't save 	0
our close ties with animals 	1
as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . 	0
stunningly 	1
a yawn-provoking little farm melodrama . 	0
emotionally devastating 	0
its namesake proud 	1
after a while 	0
the grossest movie 	0
a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages . 	0
charmless witch 	0
into elaborate choreography 	1
too simplistic to maintain interest 	0
like having a real film of nijinsky 	1
worst kind 	0
be a breath of fresh air 	1
deliberately and skillfully uses 	1
an ungainly movie , ill-fitting 	0
hitchcockian suspense 	1
deadly dull 	0
a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ? 	1
it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity 	1
rumor , a muddled drama about coming to terms with death , 	0
ridiculous and 	0
found the perfect material 	1
irreparably drags the film down . 	0
terribly monotonous 	0
it 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more . 	1
so insanely stupid 	0
's a rock-solid little genre picture 	1
of healthy eccentric inspiration and ambition 	1
enjoyable film 	1
a heartening tale 	1
own staggeringly unoriginal terms 	0
can disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it . 	0
is too insistent 	0
, at 66 , has stopped challenging himself 	0
leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying 	1
relatively flavorless 	0
subversive 	0
mind-numbingly , indescribably bad 	0
and unsettling subject matter 	0
exercise in sham actor workshops and an affected malaise . 	0
to drag along the dead ( water ) weight of the other 	0
he will once again be an honest and loving one 	1
promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish . 	1
trip tripe 	0
their contrast is neither dramatic nor comic 	0
into an excruciating film 	0
an admirably dark first script by brent hanley 	1
slowed down by a stroke 	0
blatant product placement 	0
been lost in the translation 	0
brisk 	1
a sappy , preachy one 	0
gone straight to video 	0
an ultra-loud blast 	1
several times here and reveals how bad an actress she is . 	0
asylum material 	0
clean 	1
astonishingly pivotal role 	1
's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise 	0
made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby . 	0
seems to remain an unchanged dullard 	0
winning story 	1
of the year 's most intriguing movie experiences 	1
i liked the movie , but 	1
fondness 	1
to be more than another `` best man '' clone by weaving a theme throughout this funny film 	1
is richly detailed , deftly executed and utterly absorbing . 	1
provide an intense experience when splashed across the immense imax screen . 	1
bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon 	1
is visually smart , cleverly written 	1
slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell 	0
is a subzero version of monsters , inc. , without the latter 's imagination 	0
into a cinematic poem 	1
, you 'll wait in vain for a movie to happen . 	0
the sense of fierce competition 	1
how horrible 	0
it adds up to big box office bucks all but guaranteed . 	1
is that i ca n't wait to see what the director does next 	1
gets a lot of flavor and spice into his charade remake 	1
environmental pollution 	0
katzenberg 	1
funny , sexy 	1
run out screaming 	0
a sexy , peculiar and always entertaining costume drama 	1
a tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events . 	1
boundary-hopping formal innovations and glimpse 	1
intrigue and human-scale characters 	1
a crisp psychological drama ( and ) 	1
attracting 	1
blue crush , a late-summer surfer girl entry , should be as entertaining as it is 	1
where this was lazy but enjoyable 	1
feels like a cold old man going through the motions . 	0
ca n't even 	0
it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue . 	0
i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british 	0
an ideal 	1
manages to bleed it almost completely dry of humor , verve and fun 	0
another visit 	1
clearly hopes to camouflage how bad his movie is . 	0
actually make a pretty good team 	1
a four star performance 	1
not only to record the events for posterity , but to help us 	1
breaks no new ground 	0
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls . 	1
than indecent proposal 	1
is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending 	0
might as well have been titled generic jennifer lopez romantic comedy 	0
who starts off promisingly but then proceeds to flop 	0
certainly not without merit 	1
his genre and his character construct is a wonderous accomplishment of veracity and narrative grace 	1
while obviously aimed at kids , the country bears ... should keep parents amused with its low groan-to-guffaw ratio . 	1
speak for it while it forces you to ponder anew what a movie can be . 	1
a delightful lark for history buffs 	1
we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again . 	1
is not easily dismissed or forgotten . 	1
this painfully unfunny farce 	0
it looks good , sonny 	1
i found it slow , predictable and not very amusing . 	0
his audience an epiphany 	1
its unadorned view 	0
where 's the movie here ? 	0
control-alt-delete simone as quickly 	0
an oily arms dealer , squad car pile-ups and the requisite screaming captain 	0
the huskies are beautiful , 	1
's not just the vampires that are damned in queen of the damned 	0
is anything but languorous 	1
for the character at all stages of her life 	1
been allowed to get wet , fuzzy and sticky 	0
wo n't hold up over the long haul 	0
the most consistently funny 	1
it has become apparent that the franchise 's best years are long past . 	0
the striking , quietly vulnerable personality 	1
loves a david and goliath story 	1
is the power of love 	1
stirring tribute 	1
felt trapped and with no obvious escape for the entire 100 minutes . 	0
the locale ... remains far more interesting than the story at hand . 	0
mindless pace 	0
might be distracted by the movie 's quick movements and sounds 	0
very depressing 	0
a living testament to the power of the eccentric and the strange . 	1
the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites . 	1
as best actress 	1
safely recommended as a video/dvd babysitter 	1
watch barbershop again if you 're in need of a cube fix 	1
into a really funny movie 	1
humorous 	1
appeal 	1
works so well for the first 89 minutes , but 	0
peaked 	1
a weak and ineffective ghost story without a conclusion or pay off . 	0
shared by the nation 	1
a fairly irresistible package 	1
where its recent predecessor miserably 	0
a great performance 	1
its courageousness , 	1
, time of favor presents us with an action movie that actually has a brain . 	1
george 's haplessness and 	0
her agreeably startling use of close-ups 	1
that is apparently as invulnerable as its trademark villain 	0
is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish 	0
that deserves a chance to shine 	1
's a lyrical endeavor . 	1
the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters . 	1
decidedly flimsier with its many out-sized , out of character and logically porous action set pieces 	0
lousy way 	0
the working class to life 	1
ugly , revolting 	0
schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did ) , 	1
warm , inviting 	1
zero thrills , too many flashbacks and a choppy ending make for a bad film 	0
worst way 	0
in its poetic symbolism 	1
an endearing cast 	1
glaring 	0
remind one of a really solid woody allen film , with its excellent use of new york locales and sharp writing 	1
nudity 	0
rolling your eyes 	0
offers an aids subtext , skims over the realities of gay sex , and 	0
would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest 	0
is still charming here 	1
no amount of earnest textbook psychologizing can bridge 	0
the visual panache , the comic touch , 	1
a nostalgic , twisty yarn that will keep them guessing 	1
complaining 	0
it is a popcorn film , not a must-own , or even a must-see . 	0
is repeated at least four times . 	0
the evocative imagery and gentle , lapping rhythms of this film 	1
-- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- 	0
savory and hilarious 	1
appealing leads 	1
has sex on screen been so aggressively anti-erotic 	0
has the perfect face to play a handsome blank yearning to find himself 	1
ranges from bad to bodacious 	0
as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . 	1
is concocted and carried out by folks worthy of scorn 	0
all-around good time 	1
exceptional detail 	1
fun-loving 	1
allows him to churn out one mediocre movie after another 	0
is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience . 	1
unentertaining 	0
ambiguous ending 	0
also treats the subject with fondness and respect 	1
believable 	1
a fan film that for the uninitiated plays better on video with the sound turned down . 	0
he was reading the minds of the audience . 	1
something fishy 	1
you will likely prefer to keep on watching . 	1
to be especially grateful for freedom after a film like this 	1
cruelly 	0
is one of mr. chabrol 's subtlest works , but also one of his most uncanny 	1
the result is so tame that even slightly wised-up kids would quickly change the channel . 	0
that plays things so nice 	1
be post-feminist breezy 	1
a refreshing and comical spin 	1
loads of irreparable damage 	0
as miraculous as its dreamworks makers 	1
its execution and skill of its cast 	1
an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence 	1
brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein 	1
relying on the viewer to do most of the work 	0
a decent ` intro ' documentary 	1
artsy fantasy sequences -- 	1
when are bears bears and 	1
's too much syrup and not enough fizz 	0
overly long and worshipful bio-doc . 	0
of shakespeare 's better known tragedies 	1
thought-provoking and often-funny drama 	1
together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . 	1
looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer . 	0
tick-tock 	0
driven by a natural sense for what works 	1
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael . 	1
, pasty lumpen 	0
surprisingly ` solid ' achievement 	1
slip into hokum 	0
inspired portrait 	1
awfully hard 	0
elegant and 	1
at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance 	0
roughly equal amounts of beautiful movement and inside information . 	1
has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history 	1
a visual style that incorporates rotoscope animation for no apparent reason except 	0
insufferably naive . 	0
class warfare 	0
presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . 	1
is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness 	0
reveals that efforts toward closure only open new wounds 	1
predecessors 	1
a thoughtful movie , 	1
of elizabeth berkley 's flopping dolphin-gasm 	0
being good 	1
a good music documentary , probably one of the best since the last waltz 	1
it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals 	1
've had the misfortune to watch in quite some time 	0
comic sparks 	1
satisfyingly odd and intriguing 	1
that it goes nowhere 	0
if kaos had n't blown them all up 	0
emphasized 	1
boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape 	0
a low-budget affair 	0
uplifting , 	1
infuriating about full frontal 	0
subtle and 	1
deserve a passing grade ( even on a curve ) 	0
that is where ararat went astray . 	0
has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest 	1
completely misses its emotions 	0
that make 105 minutes seem twice as long 	0
does n't have much panache , but with material this rich it does n't need it 	1
the richness of characterization that makes his films so memorable 	1
the film is static 	0
render it anything but laughable 	0
live-wire 	1
